,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,msa,city,state,clean_title
60517,PRIINCCOU48660,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count in Wichita Falls, TX (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-07 17:04:40-06,1.0,1.0,The count of listings which have had their price increased in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Increased Count
60518,PRIINCCOUMM48660,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count Month-Over-Month in Wichita Falls, TX (CBSA)",2017-07-01,2021-07-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:03:15-06,1.0,1.0,The count of listings which have had their price increased in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Increased Count Month-Over-Month
60519,PRIINCCOUYY48660,2021-12-08,2021-12-08,"Housing Inventory: Price Increased Count Year-Over-Year in Wichita Falls, TX (CBSA)",2017-07-01,2021-10-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 17:25:39-06,0.0,0.0,The count of listings which have had their price increased in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Increased Count Year-Over-Year
60520,PRIREDCOU48660,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count in Wichita Falls, TX (CBSA)",2016-07-01,2021-11-01,Monthly,M,Level,Level,Not Seasonally Adjusted,NSA,2021-12-06 17:31:46-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Reduced Count
60521,PRIREDCOUMM48660,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Month-Over-Month in Wichita Falls, TX (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-07 16:57:02-06,1.0,1.0,The count of listings which have had their price reduced in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Reduced Count Month-Over-Month
60522,PRIREDCOUYY48660,2021-12-08,2021-12-08,"Housing Inventory: Price Reduced Count Year-Over-Year in Wichita Falls, TX (CBSA)",2017-07-01,2021-11-01,Monthly,M,Percent,%,Not Seasonally Adjusted,NSA,2021-12-06 18:57:33-06,0.0,0.0,The count of listings which have had their price reduced in a given market during the month.,"Wichita Falls, TX",Wichita Falls,TX,Housing Inventory: Price Reduced Count Year-Over-Year
60531,SMS48486600000000026,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Wichita Falls, TX (MSA)",1990-04-01,2021-10-01,Monthly,M,"3-Month Average Change, Thousands of Persons","3-month Average Chg., Thous. of Persons",Seasonally Adjusted,SA,2021-11-19 15:41:31-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Total Nonfarm
60532,SMU48486600000000001A,2021-12-08,2021-12-08,"All Employees: Total Nonfarm in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:13-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Total Nonfarm
60533,SMU48486600500000001,2021-12-08,2021-12-08,"All Employees: Total Private in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:45-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Total Private
60534,SMU48486600500000001A,2021-12-08,2021-12-08,"All Employees: Total Private in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Total Private
60535,SMU48486600500000001SA,2021-12-08,2021-12-08,"All Employees: Total Private in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:20-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600500000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Total Private
60536,SMU48486600500000002,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-11-19 14:45:45-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Weekly Hours of All Employees: Total Private
60537,SMU48486600500000002A,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2020-01-01,Annual,A,Hours per Week,Hours per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Weekly Hours of All Employees: Total Private
60538,SMU48486600500000002SA,2021-12-08,2021-12-08,"Average Weekly Hours of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Hours per Week,Hours per Week,Seasonally Adjusted,SA,2021-11-19 15:52:20-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600500000002).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,Average Weekly Hours of All Employees: Total Private
60539,SMU48486600500000003,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-11-19 17:05:40-06,0.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Hourly Earnings of All Employees: Total Private
60540,SMU48486600500000003A,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Hour,$ per Hour,Not Seasonally Adjusted,NSA,2021-03-15 17:50:53-05,0.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Hourly Earnings of All Employees: Total Private
60541,SMU48486600500000003SA,2021-12-08,2021-12-08,"Average Hourly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Hour,$ per Hour,Seasonally Adjusted,SA,2021-11-19 15:52:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600500000003).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,Average Hourly Earnings of All Employees: Total Private
60542,SMU48486600500000011,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-11-19 14:45:45-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Weekly Earnings of All Employees: Total Private
60543,SMU48486600500000011A,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2020-01-01,Annual,A,Dollars per Week,$ per Week,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,Average Weekly Earnings of All Employees: Total Private
60544,SMU48486600500000011SA,2021-12-08,2021-12-08,"Average Weekly Earnings of All Employees: Total Private in Wichita Falls, TX (MSA)",2007-01-01,2021-10-01,Monthly,M,Dollars per Week,$ per Week,Seasonally Adjusted,SA,2021-11-19 15:52:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600500000011).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,Average Weekly Earnings of All Employees: Total Private
60545,SMU48486600600000001,2021-12-08,2021-12-08,"All Employees: Goods Producing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:44-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Goods Producing
60546,SMU48486600600000001A,2021-12-08,2021-12-08,"All Employees: Goods Producing in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Goods Producing
60547,SMU48486600600000001SA,2021-12-08,2021-12-08,"All Employees: Goods Producing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600600000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Goods Producing
60548,SMU48486600700000001,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:44-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Service-Providing
60549,SMU48486600700000001A,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Service-Providing
60550,SMU48486600700000001SA,2021-12-08,2021-12-08,"All Employees: Service-Providing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:19-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600700000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Service-Providing
60551,SMU48486600800000001,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:44-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Private Service Providing
60552,SMU48486600800000001A,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:12-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Private Service Providing
60553,SMU48486600800000001SA,2021-12-08,2021-12-08,"All Employees: Private Service Providing in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:18-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486600800000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Private Service Providing
60554,SMU48486601500000001A,2021-12-08,2021-12-08,"All Employees: Mining, Logging, and Construction in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:11-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,"All Employees: Mining, Logging, and Construction"
60555,SMU48486603000000001A,2021-12-08,2021-12-08,"All Employees: Manufacturing in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:11-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Manufacturing
60556,SMU48486604000000001A,2021-12-08,2021-12-08,"All Employees: Trade, Transportation, and Utilities in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:11-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,"All Employees: Trade, Transportation, and Utilities"
60560,SMU48486604200000001,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:44-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Retail Trade
60561,SMU48486604200000001A,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:11-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Retail Trade
60562,SMU48486604200000001SA,2021-12-08,2021-12-08,"All Employees: Retail Trade in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:18-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486604200000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Retail Trade
60566,SMU48486605000000001A,2021-12-08,2021-12-08,"All Employees: Information in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:50:53-05,0.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Information
60567,SMU48486605500000001A,2021-12-08,2021-12-08,"All Employees: Financial Activities in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:09-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Financial Activities
60568,SMU48486606000000001A,2021-12-08,2021-12-08,"All Employees: Professional and Business Services in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:09-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Professional and Business Services
60569,SMU48486606500000001A,2021-12-08,2021-12-08,"All Employees: Education and Health Services in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:09-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Education and Health Services
60570,SMU48486607000000001A,2021-12-08,2021-12-08,"All Employees: Leisure and Hospitality in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:08-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Leisure and Hospitality
60571,SMU48486608000000001A,2021-12-08,2021-12-08,"All Employees: Other Services in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:08-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Other Services
60572,SMU48486609000000001A,2021-12-08,2021-12-08,"All Employees: Government in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:07-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Government
60573,SMU48486609091000001,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:43-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: Federal Government
60574,SMU48486609091000001A,2021-12-08,2021-12-08,"All Employees: Federal Government in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:06-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Federal Government
60575,SMU48486609091000001SA,2021-12-08,2021-12-08,"All Employees: Government: Federal Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:17-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486609091000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: Federal Government
60576,SMU48486609092000001,2021-12-08,2021-12-08,"All Employees: Government: State Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:43-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: State Government
60577,SMU48486609092000001A,2021-12-08,2021-12-08,"All Employees: State Government in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:06-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: State Government
60578,SMU48486609092000001SA,2021-12-08,2021-12-08,"All Employees: Government: State Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:17-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486609092000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: State Government
60579,SMU48486609093000001,2021-12-08,2021-12-08,"All Employees: Government: Local Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-11-19 14:45:43-06,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: Local Government
60580,SMU48486609093000001A,2021-12-08,2021-12-08,"All Employees: Local Government in Wichita Falls, TX (MSA)",1990-01-01,2020-01-01,Annual,A,Thousands of Persons,Thous. of Persons,Not Seasonally Adjusted,NSA,2021-03-15 17:13:06-05,1.0,1.0,,"Wichita Falls, TX",Wichita Falls,TX,All Employees: Local Government
60581,SMU48486609093000001SA,2021-12-08,2021-12-08,"All Employees: Government: Local Government in Wichita Falls, TX (MSA)",1990-01-01,2021-10-01,Monthly,M,Thousands of Persons,Thous. of Persons,Seasonally Adjusted,SA,2021-11-19 15:52:17-06,1.0,1.0,"The Federal Reserve Bank of St. Louis seasonally adjusts this series by using the 'statsmodel' library from Python with default parameter settings. The package uses the U.S. Bureau of the Census X-13ARIMA-SEATS Seasonal Adjustment Program. More information on the 'statsmodel' X-13ARIMA-SEATS package can be found here (https://www.statsmodels.org/dev/generated/statsmodels.tsa.x13.x13_arima_analysis.html). More information on X-13ARIMA-SEATS can be found here (https://www.census.gov/srd/www/x13as/).

Many series include both seasonally adjusted (SA) and not seasonally adjusted (NSA) data. Occasionally, updates to the data will not include sufficient seasonal factors to trigger a seasonal adjustment. In these cases, the NSA series will be updated normally; but the SA series will also be updated with the NSA data. The NSA series can be located here here (https://fred.stlouisfed.org/series/SMU48486609093000001).

Some seasonally adjusted series may exhibit negative values because they are created from a seasonal adjustment process regardless of the actual meaning or interpretation of the given indicator.","Wichita Falls, TX",Wichita Falls,TX,All Employees: Government: Local Government
