date,All Employees: Health Care: Hospitals,state,msa,city,title,id,frequency,seasonal_adjustment
2006-11-01,134.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2006-12-01,134.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-01-01,136,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-02-01,136.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-03-01,136.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-04-01,136.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-05-01,136.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-06-01,136.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-07-01,137.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-08-01,137.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-09-01,138.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-10-01,138.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-11-01,139.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2007-12-01,139.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-01-01,139.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-02-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-03-01,139.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-04-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-05-01,140.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-06-01,141.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-07-01,141.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-08-01,141.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-09-01,141.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-10-01,142,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-11-01,142.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2008-12-01,141.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-01-01,141.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-02-01,141.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-03-01,141.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-04-01,141.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-05-01,141.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-06-01,141.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-07-01,141.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-08-01,141,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-09-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-10-01,140,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-11-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2009-12-01,139.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-01-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-02-01,140,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-03-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-04-01,140.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-05-01,140,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-06-01,140,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-07-01,139.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-08-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-09-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-10-01,139.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-11-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2010-12-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-01-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-02-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-03-01,140.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-04-01,140.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-05-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-06-01,140.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-07-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-08-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-09-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-10-01,140.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-11-01,140.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2011-12-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-01-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-02-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-03-01,140.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-04-01,140.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-05-01,140.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-06-01,140.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-07-01,141.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-08-01,141.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-09-01,141.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-10-01,141.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-11-01,141.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2012-12-01,141.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-01-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-02-01,140.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-03-01,140.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-04-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-05-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-06-01,139.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-07-01,138.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-08-01,139.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-09-01,139.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-10-01,138.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-11-01,138.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2013-12-01,138.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-01-01,138.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-02-01,139.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-03-01,139.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-04-01,139.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-05-01,139.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-06-01,139.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-07-01,140.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-08-01,140.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-09-01,140.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-10-01,140.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-11-01,140.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
2014-12-01,141.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,"All Employees: Health Care: Hospitals in Los Angeles-Long Beach-Santa Ana, CA (MSA) (DISCONTINUED)",SMU06311006562200001SA,Monthly,Seasonally Adjusted
1990-01-01,296.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-02-01,296.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-03-01,297.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-04-01,298,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-05-01,299,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-06-01,300.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-07-01,300.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-08-01,301.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-09-01,302.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-10-01,302,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
1990-11-01,303.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York,"All Employees: Health Care: Hospitals in New York-Northern New Jersey-Long Island, NY-NJ-PA (MSA) (DISCONTINUED)",SMU36356206562200001SA,Monthly,Seasonally Adjusted
